StudentID,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104 
2185,9,8,6,7,7,6,8,8,8,8,6,7,9,7,7,7,7,6,8,7,8,8,7,7,6,7,8,7,6,8
2186,10,10,6,8,8,8,10,8,10,9,7,8,9,10,8,9,9,8,10,9,10,10,6,9,7,8,10,8,7,8
2187,9,9,7,7,8,8,8,8,8,8,6,8,7,7,8,8,9,8,7,7,8,8,8,8,7,8,8,9,7,8
2188,7,8,6,8,7,6,6,7,9,6,6,6,8,9,7,7,8,8,7,6,6,9,6,8,6,6,9,6,8,6
2189,8,8,7,8,7,7,8,7,8,9,7,7,8,8,8,8,8,7,9,8,8,8,7,8,7,8,9,7,8,6
2190,6,7,7,6,6,6,6,6,7,6,6,6,8,7,6,7,6,6,7,6,6,8,7,7,6,7,7,6,7,7
2191,6,9,6,7,6,7,6,7,7,7,6,7,8,7,8,6,6,6,7,6,6,7,6,7,6,7,7,6,6,8
2192,8,9,7,8,7,7,8,7,8,8,7,7,9,8,7,8,8,8,8,7,8,9,7,8,7,8,9,6,7,7
2193,8,9,9,7,8,8,9,9,8,9,7,8,8,7,10,8,8,8,8,7,8,9,8,9,8,8,8,8,9,7
2194,8,7,8,8,8,7,9,7,7,8,6,8,8,8,8,8,8,7,7,8,8,8,7,8,7,7,8,8,6,8
2195,6,8,7,6,7,6,7,6,6,7,6,7,6,6,7,6,7,6,6,7,7,6,6,7,6,6,6,6,6,6
2196,6,7,6,7,7,7,7,7,7,8,6,8,7,6,7,7,7,6,7,6,6,7,6,7,6,7,6,7,7,7
2197,6,7,7,6,6,6,7,6,7,7,6,6,7,7,6,6,6,6,7,6,7,7,6,6,6,6,8,6,6,6
2198,8,8,6,7,7,7,6,7,9,7,6,6,9,8,8,7,7,6,7,6,7,8,6,7,6,8,9,6,8,6
2199,6,8,7,7,7,7,7,6,7,9,6,6,6,6,7,7,7,6,7,6,6,7,6,7,6,7,7,7,7,7
2200,7,7,6,6,6,7,7,6,7,6,6,6,8,7,6,8,6,6,8,7,8,8,6,7,6,6,7,6,6,6
2201,8,8,8,7,6,8,8,7,8,8,6,6,9,8,8,8,8,7,8,8,8,8,7,9,7,7,8,7,7,8
2202,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,8,8,6,6,6,6,7,7,6,6,8,6,9
2203,8,8,8,7,6,7,7,7,6,9,6,8,7,6,7,7,7,6,7,6,7,6,7,8,6,7,6,7,7,6
2204,6,7,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6
2205,7,7,7,7,7,7,7,8,9,6,6,6,8,9,6,7,6,7,7,7,8,9,6,7,6,6,8,6,6,7
2206,9,9,8,8,9,9,9,9,9,8,8,9,10,9,10,9,10,8,9,8,10,10,9,8,8,9,10,9,8,9
2207,8,7,7,7,7,7,7,6,7,8,7,7,7,6,7,7,7,6,7,7,8,7,6,6,6,6,7,6,6,8
2208,7,8,8,8,8,8,8,8,7,9,6,8,6,7,9,7,7,6,8,7,8,8,8,8,6,8,8,6,8,7
2209,6,7,7,8,8,6,7,7,8,7,6,6,7,8,8,6,8,6,6,7,6,8,7,8,6,7,8,6,8,6
2210,7,6,7,7,7,6,8,7,7,7,6,6,7,8,7,8,6,6,6,8,8,7,6,7,7,6,7,7,6,6
2211,6,7,7,7,8,7,7,7,8,7,6,6,8,8,7,7,6,6,7,8,8,8,6,8,6,6,7,7,6,6
2212,9,10,8,9,9,8,9,9,9,9,7,9,7,9,10,8,10,8,9,6,8,9,10,8,8,10,8,8,10,7
2213,7,8,8,8,7,7,8,7,8,8,7,7,8,8,9,7,9,7,8,7,7,7,7,8,8,8,8,7,9,6
2214,8,8,6,6,7,6,7,7,8,7,6,6,9,8,6,8,8,8,9,7,8,8,6,7,7,8,9,8,7,7
2215,6,7,6,7,7,6,7,7,6,7,7,7,7,6,8,6,6,6,7,7,8,6,7,8,7,6,7,6,6,6
2216,7,9,6,7,6,6,7,7,8,6,6,6,8,8,8,8,6,8,8,7,8,10,7,7,6,7,9,6,8,6
2217,8,8,8,8,8,8,10,8,8,9,6,8,9,9,8,10,7,7,8,9,9,9,8,9,7,7,8,8,8,8
2218,8,9,7,9,7,9,8,8,8,9,6,8,8,7,9,7,8,6,7,7,7,8,8,9,7,7,7,7,8,7
2219,8,10,7,7,8,8,8,7,8,8,7,7,8,8,8,8,9,7,8,7,9,8,8,7,8,8,9,6,9,7
2220,9,10,7,8,7,7,8,7,10,8,6,7,8,8,9,9,8,7,9,7,9,10,7,9,8,8,10,7,7,7
2221,10,10,6,7,8,7,8,8,9,8,6,8,10,10,8,9,8,8,10,8,9,10,7,8,7,8,9,8,8,7
2222,7,9,6,8,6,7,7,7,9,7,7,8,9,9,7,6,6,8,8,7,7,10,6,7,6,6,8,6,7,6
2223,7,8,7,6,7,6,7,7,6,7,6,7,7,6,7,7,7,7,6,6,8,6,7,7,6,7,6,7,7,6
2224,6,7,6,7,6,6,6,6,7,7,7,6,6,6,7,6,7,7,7,6,6,6,7,7,6,6,6,6,7,6
2225,8,9,8,9,7,7,8,8,7,8,6,9,7,7,8,7,9,7,7,6,6,7,7,8,9,8,9,8,8,7
2226,7,7,8,7,8,7,8,8,7,7,7,9,8,8,8,8,8,8,7,7,8,7,8,8,7,7,8,8,8,7
2227,9,9,8,9,8,9,9,9,8,10,7,9,8,7,8,8,8,7,7,8,7,7,9,8,7,8,10,8,8,7
2228,8,10,8,9,8,8,10,9,9,10,6,9,10,8,10,9,10,8,9,8,8,9,8,9,8,9,9,8,9,9
2229,8,9,7,8,7,7,8,8,8,9,6,9,8,7,8,7,9,8,8,7,8,8,7,7,7,8,7,8,8,8
2230,9,9,8,9,9,9,10,9,9,10,7,10,9,9,9,9,10,8,9,8,10,9,7,9,9,9,9,9,8,9
2231,7,6,7,7,7,8,8,8,8,7,7,8,8,8,7,8,8,6,7,8,8,8,8,8,7,6,8,6,6,8
2232,7,10,6,7,7,6,7,7,8,9,6,7,7,7,8,6,9,7,9,6,6,8,6,8,6,8,8,6,7,6
2233,8,7,7,7,6,6,6,7,6,7,6,7,6,6,6,6,7,6,8,6,6,6,7,7,6,6,6,6,7,6
2234,7,7,7,7,8,7,8,7,8,7,6,8,9,9,8,8,7,7,7,9,8,8,7,8,7,7,7,7,6,7
2235,6,7,7,8,7,7,8,7,8,7,7,6,8,7,8,6,7,7,7,6,6,7,7,8,7,7,7,6,8,6
2236,8,9,6,8,7,7,8,8,8,8,7,8,8,8,8,8,8,7,8,7,7,8,7,9,7,8,9,8,8,7
2237,9,9,9,9,9,8,9,8,9,10,7,8,9,8,9,9,9,8,9,9,9,10,8,8,9,8,9,9,10,8
2238,7,8,7,8,7,6,7,8,7,10,6,7,8,6,8,7,8,7,7,8,7,8,7,8,7,8,7,6,7,6
2239,9,9,6,7,7,6,8,7,8,7,6,7,9,8,7,8,8,7,8,7,9,8,6,7,7,7,8,7,6,6
2240,6,8,7,8,8,7,8,8,6,9,6,8,7,7,8,8,8,6,6,6,6,7,7,8,6,8,7,7,7,6
2241,7,10,6,8,8,6,8,8,8,8,7,9,8,7,9,8,8,7,8,6,8,8,7,8,8,7,8,7,9,7
2242,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,8,8,7,7,7,6,6,7,6
2243,6,7,7,6,6,6,6,6,7,6,6,7,6,6,6,7,6,6,6,6,6,8,7,7,6,6,7,6,6,7
2244,7,6,6,6,7,6,6,7,7,8,6,7,6,7,7,6,6,6,6,7,6,6,7,7,6,6,6,6,6,6
2245,6,8,6,7,6,6,6,6,7,6,6,7,6,6,6,6,7,6,7,6,7,8,7,6,6,7,8,6,7,7
2246,8,9,6,6,7,7,8,8,9,8,6,7,8,7,7,9,8,8,9,7,9,9,7,8,8,8,9,7,8,7
2247,9,8,8,9,9,9,10,8,9,10,6,10,9,9,9,9,9,8,9,10,9,8,9,9,9,8,9,9,8,9
2248,7,6,6,8,7,7,8,7,6,7,6,6,7,7,7,6,7,6,6,7,7,6,8,7,6,6,7,7,7,6
2249,9,9,6,8,8,8,9,8,10,8,6,7,10,10,8,9,8,9,10,8,10,10,8,8,7,8,10,7,8,8
2250,9,10,8,8,8,8,9,9,9,10,7,8,9,8,9,9,9,9,9,7,8,10,9,9,8,9,9,9,9,7
2251,8,9,7,7,7,7,9,7,7,7,6,7,9,8,7,9,8,7,8,9,8,8,7,8,7,7,9,7,7,8
2252,8,8,7,7,7,7,7,7,8,7,6,7,8,8,7,8,8,7,8,7,8,8,6,7,7,8,7,6,7,7
2253,6,8,8,6,6,6,8,7,6,8,6,8,7,7,8,8,6,6,7,6,7,6,6,7,7,7,7,7,8,6
2254,7,9,7,8,7,7,8,8,8,7,6,8,9,9,8,7,7,7,7,8,7,8,6,7,8,7,9,6,8,7
2255,7,9,6,7,7,7,7,7,8,7,6,6,9,8,8,6,7,6,8,6,8,9,6,7,6,7,9,7,7,7
2256,6,6,6,6,6,6,6,6,7,6,6,8,8,7,7,6,6,6,7,6,6,8,6,7,6,6,8,6,6,6
2257,9,9,7,7,7,6,8,7,9,8,6,7,10,8,7,8,7,8,10,8,9,10,6,6,7,7,10,7,7,7
2258,6,6,6,7,6,6,6,6,7,6,6,6,7,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6
2259,8,8,7,8,8,8,8,7,7,8,6,8,8,8,7,8,8,7,7,8,7,7,8,9,7,6,8,7,7,8
2260,9,10,7,8,7,6,7,8,10,8,7,6,10,10,8,9,7,9,9,8,8,10,8,8,7,8,10,7,8,7
2261,9,8,7,7,7,7,8,8,8,9,7,7,8,7,7,8,8,7,9,8,8,9,8,7,7,8,8,7,7,6
2262,8,6,7,6,6,7,8,6,6,6,7,7,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,6,7,7
2263,7,7,7,8,8,7,8,8,7,7,6,8,6,7,7,7,7,6,7,7,6,7,6,8,7,7,8,6,6,7
2264,7,7,8,6,7,7,9,8,6,9,6,9,7,8,8,8,8,7,7,8,8,7,9,8,8,7,7,7,7,7
2265,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,8,6,7,6,6,7,6
2266,8,9,8,8,8,8,9,9,8,9,8,9,7,8,8,7,9,7,7,8,7,9,8,9,7,8,8,8,9,8
2267,6,7,6,6,7,6,6,7,7,7,7,6,7,7,7,6,7,6,6,7,6,7,6,7,6,6,6,6,6,6
2268,8,7,7,8,7,6,8,7,7,8,6,7,8,8,8,7,8,8,7,7,7,6,7,8,7,7,7,7,7,6
2269,8,10,9,8,9,8,10,9,9,9,7,9,9,9,8,9,9,8,9,9,9,9,8,8,9,8,9,9,8,9
2270,6,8,7,9,8,7,6,8,7,7,6,7,8,7,8,6,8,7,6,6,6,7,7,8,6,7,7,6,8,7
2271,9,8,8,8,8,8,10,9,9,8,6,7,8,9,8,9,9,9,8,9,9,9,7,8,8,8,9,8,7,8
2272,6,7,8,7,7,7,7,6,8,6,7,7,7,6,6,8,6,6,6,8,9,8,7,6,7,6,8,8,7,7
2273,7,7,7,7,8,7,8,8,6,7,6,7,8,7,7,8,6,7,7,8,8,7,7,8,6,6,7,7,6,8
2274,6,9,6,7,6,6,6,6,8,7,6,6,7,7,8,6,7,7,9,6,6,8,6,7,6,6,9,6,7,6
2275,8,7,7,6,8,6,7,6,7,7,6,6,8,7,6,7,6,6,6,8,7,7,6,7,6,6,7,6,6,6
2276,10,6,6,6,6,6,10,6,7,6,7,9,7,6,6,10,6,6,6,9,9,6,6,6,6,6,6,8,7,9
2277,7,8,8,7,7,7,9,9,8,7,6,8,8,8,7,7,8,7,7,8,7,9,7,8,8,6,8,7,8,8
2278,7,7,8,7,9,8,7,8,7,9,7,8,7,7,8,8,8,7,6,7,8,8,8,8,7,7,7,7,7,7
2279,8,9,8,9,10,8,8,8,9,8,7,8,7,8,10,7,8,7,9,6,6,9,8,9,7,7,8,8,10,7
2280,9,9,8,6,6,6,8,6,8,7,6,7,9,8,6,7,6,7,9,7,8,7,6,6,6,6,8,6,6,6
2281,6,8,6,7,7,6,6,7,8,8,7,6,9,8,8,7,7,7,8,6,7,8,6,8,6,7,8,6,8,6
2282,10,10,7,8,8,7,8,7,10,8,7,7,10,10,8,8,9,8,10,7,9,10,7,7,7,9,9,8,9,7
2283,8,9,7,8,8,8,9,7,8,10,6,9,8,6,9,9,7,7,7,8,8,7,7,8,7,8,8,8,7,8
2284,9,10,8,8,8,8,9,8,10,9,6,8,8,8,9,9,8,7,9,8,8,10,7,8,8,9,9,8,8,7
2285,6,8,8,7,8,8,7,9,6,9,6,8,7,6,8,7,9,6,7,7,6,6,7,9,7,7,7,7,7,7
2286,6,7,7,7,7,7,7,7,8,7,6,6,8,8,8,7,6,6,7,7,7,8,6,8,6,6,8,6,7,6
2287,7,7,6,6,7,6,6,6,6,7,6,6,7,7,6,6,6,6,6,7,7,7,7,6,6,6,7,6,6,7
2288,6,8,7,6,7,7,7,6,7,7,6,6,6,8,7,7,7,6,7,6,7,7,6,7,6,6,6,6,7,6
2289,7,8,7,6,6,6,7,7,8,6,6,7,8,8,7,8,6,6,8,6,7,8,7,6,6,6,8,6,6,7
2290,6,7,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,7,7,7,7,6,6,6,6,8,6,8,7
2291,6,7,7,6,7,6,7,6,6,7,6,7,6,6,6,7,6,6,6,6,6,6,6,7,6,7,6,6,7,6
2292,8,10,6,7,6,7,8,8,10,8,6,8,9,8,9,8,9,9,9,7,8,10,8,8,7,9,10,8,9,7
2293,7,7,8,6,7,8,8,8,9,8,6,7,9,9,8,8,7,7,8,9,7,8,7,8,7,7,8,7,7,7
2294,6,7,8,7,7,6,7,7,6,9,6,7,6,6,8,6,7,6,6,6,6,6,7,8,6,7,6,7,7,6
2295,6,6,7,6,7,6,7,7,6,6,6,6,6,6,7,6,7,6,6,7,6,6,7,8,6,6,7,6,6,6
2296,7,7,7,7,7,7,8,7,7,8,6,8,8,7,8,7,6,6,7,8,8,7,6,8,7,7,7,8,7,7
2297,9,10,6,7,8,7,8,7,10,8,6,6,10,9,8,8,8,8,9,8,9,9,7,8,7,8,9,8,8,7
2298,7,8,6,7,6,6,7,7,8,7,6,6,9,7,7,6,7,7,7,6,8,8,6,7,6,6,7,6,7,6
2299,8,9,6,8,7,6,7,7,9,8,6,8,8,7,6,8,6,7,8,8,8,8,7,7,7,7,8,6,7,7
2300,8,7,8,7,8,7,9,8,8,8,7,8,8,8,7,9,7,8,8,8,8,7,7,8,7,7,8,7,6,8
2301,8,8,9,8,8,7,8,9,8,9,7,7,8,8,8,8,8,7,7,8,7,8,7,8,8,7,8,7,8,7
2302,6,8,6,7,6,8,6,7,7,7,6,6,8,7,6,6,7,6,6,6,6,8,7,7,6,7,6,6,9,6
2303,9,10,8,8,8,9,9,9,10,9,7,9,9,9,9,10,9,9,9,9,9,9,8,8,8,8,9,9,8,9
2304,6,7,6,6,6,6,7,6,6,7,6,6,7,7,6,7,6,6,6,6,7,7,6,7,6,6,7,6,6,6
2305,6,7,7,6,6,6,6,7,7,6,6,6,7,6,7,6,6,7,6,6,6,6,6,7,6,6,6,6,8,6
2306,8,8,7,8,8,7,7,8,7,9,6,7,8,8,9,7,8,8,8,7,8,9,7,9,7,8,9,7,9,6
2307,8,9,6,9,8,7,7,7,8,8,6,7,9,8,7,7,7,7,7,7,7,8,7,7,8,8,8,6,8,6
2308,6,6,7,6,8,6,8,7,6,7,6,6,7,7,6,7,7,6,6,7,6,6,7,7,6,6,6,7,7,7
2309,8,8,8,7,8,6,9,7,8,8,6,8,9,8,8,8,7,6,8,8,9,8,6,8,6,7,7,7,7,7
2310,9,10,7,9,8,8,9,8,10,8,7,7,10,8,9,9,10,8,10,8,9,10,8,10,8,10,10,8,9,8
2311,6,6,8,6,6,7,6,7,7,9,7,8,7,8,6,7,6,7,6,6,7,8,6,6,8,6,7,8,10,6
2312,7,8,6,6,6,6,7,7,8,7,7,6,7,7,6,8,6,6,8,6,8,8,6,7,7,6,8,6,7,6
2313,7,7,6,7,6,6,6,6,7,6,6,6,8,7,6,6,6,6,6,6,6,8,6,7,7,6,7,7,8,6
2314,6,6,6,6,7,6,6,6,7,6,6,7,9,7,6,6,6,7,7,7,7,8,6,6,6,7,7,7,6,6
2315,8,9,7,7,8,8,8,7,8,8,6,7,9,8,8,7,7,7,8,7,9,9,7,7,7,7,9,7,8,6
2316,8,8,8,8,8,8,7,7,8,8,6,8,8,8,8,7,7,7,7,8,8,7,7,8,7,7,8,7,7,8
2317,8,9,8,8,9,8,9,9,8,9,7,10,8,7,9,8,10,6,9,8,8,8,8,9,8,8,9,8,8,8
2318,6,7,7,6,8,6,6,8,7,9,7,8,7,7,6,6,6,6,8,6,6,8,9,7,7,6,7,8,6,9
2319,6,6,6,6,6,6,7,6,6,6,6,6,7,7,8,6,8,6,6,7,6,6,8,6,7,7,6,7,8,6
2320,10,10,8,9,8,7,10,8,9,9,8,8,10,9,8,10,9,9,9,8,9,10,8,9,8,9,9,7,9,8
2321,6,6,7,7,6,7,7,7,6,7,7,6,6,6,7,6,7,6,6,6,7,6,7,7,6,6,6,6,7,6
2322,7,6,6,6,6,6,7,6,6,7,6,7,8,6,6,6,6,7,7,6,6,7,6,6,6,6,6,6,6,6
2323,7,9,7,8,7,6,7,8,8,8,6,8,8,8,8,8,9,6,9,6,7,8,8,8,7,9,9,7,9,6
2324,7,6,8,6,6,6,8,8,8,8,6,7,8,7,7,7,7,6,6,7,7,8,7,7,7,6,8,6,7,7
2325,8,9,6,7,7,7,8,7,10,7,6,7,10,8,6,7,6,7,10,7,8,9,7,7,7,6,10,7,7,7
2326,6,8,8,7,8,7,8,8,7,8,6,7,8,8,9,7,7,8,7,8,7,8,7,8,7,7,8,7,7,7
2327,9,9,7,8,8,8,10,9,8,10,8,9,9,9,8,10,10,8,9,10,10,9,9,8,8,8,9,8,7,9
2328,7,8,6,6,6,6,7,7,9,6,6,7,9,8,7,6,6,6,7,6,6,9,6,7,6,7,9,7,7,6
2329,10,8,7,7,8,8,9,8,8,9,6,8,9,8,9,10,9,8,9,8,9,9,8,9,7,8,8,8,7,8
2330,7,7,6,6,6,6,8,6,7,6,8,7,8,8,7,7,6,6,7,7,7,7,6,7,6,6,7,6,6,7
2331,6,6,6,6,6,7,6,6,6,6,7,6,6,6,6,8,6,6,6,7,8,6,6,6,6,6,6,8,7,7
2332,8,8,7,7,7,8,7,8,7,8,6,7,7,7,8,7,9,6,8,6,6,8,7,7,7,8,7,6,8,6
2333,8,9,7,7,7,6,6,7,8,7,6,6,8,8,8,7,7,8,8,7,7,9,7,7,7,8,9,7,7,7
2334,9,9,6,7,6,7,8,7,10,7,6,7,9,9,8,9,8,7,9,7,8,10,7,8,7,9,10,7,8,8
2335,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6
2336,6,8,6,7,6,6,6,6,7,6,7,6,7,7,7,6,6,6,7,6,6,8,7,7,6,6,7,8,8,6
2337,7,6,6,6,6,6,6,6,7,7,7,6,7,7,6,6,6,6,6,6,6,7,8,6,6,6,7,7,6,6
2338,9,10,8,8,8,8,8,9,10,9,8,8,9,9,9,8,10,8,10,8,8,10,9,10,9,9,10,8,9,7
2339,9,10,7,9,9,8,7,9,10,10,8,8,9,8,10,8,10,8,10,6,8,10,9,9,9,10,10,8,9,8
2340,6,6,6,6,7,7,7,7,6,7,6,6,6,7,6,6,6,6,6,7,6,6,6,7,6,6,7,6,6,6
2341,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
2342,7,6,8,7,6,6,8,6,6,9,7,7,8,7,7,8,7,6,7,8,8,6,6,7,6,7,7,8,6,7
2343,7,7,8,7,7,7,8,8,7,8,6,8,8,8,8,8,8,6,7,8,7,8,6,8,7,6,7,6,6,8
2344,8,9,7,8,8,7,10,7,8,8,6,7,8,8,6,9,7,7,9,9,10,8,7,7,7,8,8,8,6,9
2345,7,6,6,6,6,7,7,6,7,6,6,7,7,6,6,7,6,6,6,7,6,6,6,6,6,8,6,7,7,7
2346,8,9,6,7,6,6,7,6,9,7,6,6,9,8,7,7,8,8,8,7,8,9,6,8,6,7,9,6,7,6
2347,6,7,6,6,6,6,7,6,7,7,6,6,8,8,7,8,6,6,7,7,7,8,6,7,6,6,8,7,6,6
2348,6,6,6,7,6,6,7,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,8,6,6,6,6,6,6
2349,6,7,6,6,6,6,6,6,8,6,6,6,7,8,7,6,6,7,6,6,6,9,6,7,6,6,7,6,6,7
2350,8,7,8,7,8,8,8,8,7,8,6,7,10,8,7,8,7,8,8,8,7,8,7,8,7,7,8,7,7,7
2351,6,8,6,6,6,6,6,7,8,6,6,7,8,8,6,6,6,6,7,6,7,8,6,6,6,6,7,6,6,6
2352,6,8,6,7,6,7,6,6,7,7,6,6,7,7,8,6,8,6,6,6,6,7,6,7,7,7,8,6,8,6
2353,6,7,6,6,7,6,7,7,7,6,6,6,8,8,7,6,6,6,6,6,7,8,6,7,6,6,7,6,6,7
2354,7,9,7,6,7,6,8,7,8,8,6,7,8,8,7,8,8,7,9,6,8,8,6,7,7,7,9,7,7,6
2355,9,10,9,9,9,9,9,10,8,10,7,9,9,8,10,9,10,8,9,8,8,9,10,10,10,8,9,8,10,8
2356,7,6,6,6,6,7,7,6,6,7,6,7,6,7,7,6,8,6,6,7,7,6,6,7,6,6,6,6,6,6
2357,7,7,8,6,7,7,8,7,6,9,6,7,6,6,8,8,8,6,6,8,7,7,7,7,7,6,6,7,6,6
2358,8,10,6,7,7,6,7,6,10,7,6,6,9,8,6,8,7,7,9,7,9,9,6,7,6,7,9,6,7,7
2359,8,9,6,7,7,6,8,6,8,7,6,7,8,7,7,7,9,6,8,7,7,8,6,8,6,8,8,7,8,7
2360,6,6,6,6,6,6,8,6,7,6,6,6,7,6,6,7,6,7,6,6,7,8,6,6,6,6,7,6,6,6
2361,7,7,6,6,6,8,6,6,6,6,6,6,6,7,7,6,6,7,6,8,8,7,8,6,6,6,7,7,6,8
2362,8,10,8,8,9,9,9,8,8,10,7,9,9,9,9,9,10,7,9,9,9,9,8,9,9,8,8,9,8,9
2363,7,7,6,6,6,6,6,6,8,6,6,6,8,7,7,6,6,6,7,6,6,8,6,8,6,6,7,6,6,6
2364,8,8,6,7,7,7,8,7,9,7,7,7,9,9,7,8,7,7,9,8,9,8,6,7,7,7,8,8,7,7
2365,7,7,8,8,8,7,7,7,8,9,6,6,8,7,9,8,7,6,7,7,7,7,7,8,6,6,7,7,7,7
2366,9,9,9,8,8,9,9,9,9,10,8,9,8,8,9,10,9,8,9,9,9,8,9,9,8,9,8,9,8,8
2367,9,9,7,7,7,8,9,8,10,8,6,7,10,9,8,9,10,9,10,7,8,10,7,8,8,7,9,7,8,8
2368,8,8,6,7,7,6,7,6,7,7,6,6,8,7,7,7,8,6,8,6,8,8,6,7,6,7,9,6,7,6
2369,8,8,9,8,8,8,8,7,8,9,7,8,8,7,8,8,9,7,9,8,8,8,8,8,7,7,7,9,8,9
2370,7,8,6,8,7,7,7,8,8,8,7,7,8,8,8,7,8,7,8,7,7,8,7,9,8,8,9,7,9,7
2371,8,7,8,7,8,8,8,8,7,10,7,8,7,7,7,9,8,6,8,8,10,7,7,9,7,7,7,8,7,8
2372,7,9,7,8,7,7,8,7,9,7,6,6,8,9,8,7,7,7,8,7,7,9,7,8,6,7,9,6,8,6
2373,7,8,6,6,6,6,7,6,8,7,6,7,7,7,8,6,7,7,7,6,6,8,6,8,6,7,8,6,8,7
2374,6,9,6,6,6,6,6,6,8,6,6,6,9,8,6,6,6,6,6,6,6,8,7,7,6,6,9,6,7,6
2375,9,10,7,7,8,7,9,8,9,8,7,8,9,8,8,9,9,8,9,8,9,10,7,7,7,8,9,8,6,7
2376,8,7,7,6,6,7,7,7,6,7,6,7,7,6,7,8,8,6,8,7,7,6,6,6,6,7,6,7,6,7
2377,9,9,7,8,9,7,8,8,9,9,7,8,9,9,8,9,9,7,9,8,9,8,8,8,8,8,8,9,7,9
2378,7,10,7,7,7,6,7,7,9,8,6,7,7,7,8,7,8,6,8,6,6,8,7,8,7,8,8,6,9,6
2379,8,9,7,7,7,7,8,7,9,7,6,8,8,7,8,7,9,7,9,6,7,9,7,8,8,8,7,6,7,6
2380,6,8,7,7,7,7,7,7,7,8,6,6,7,6,7,7,8,6,6,6,6,7,6,8,6,8,7,6,8,6
2381,8,8,8,8,9,7,8,8,7,8,7,7,9,9,7,7,8,7,7,8,9,9,7,8,7,7,8,8,6,8
2382,6,8,6,7,7,6,7,7,7,7,6,7,7,7,6,7,6,7,7,6,6,7,6,7,7,6,7,6,7,6
2383,7,8,8,7,7,7,7,8,7,8,6,8,6,7,8,7,7,6,6,6,6,6,7,9,7,7,8,7,8,6
2384,9,9,9,9,8,8,10,8,8,10,7,10,7,8,8,8,9,8,9,9,9,8,9,9,9,8,9,9,8,9
2385,7,7,7,7,7,6,6,7,6,6,6,7,7,7,7,8,7,6,6,6,6,6,6,7,6,6,6,6,7,6
2386,9,9,8,6,8,7,9,7,9,9,7,8,10,9,8,9,8,8,9,9,9,8,8,8,7,8,9,8,7,8
2387,6,7,6,6,7,6,6,6,7,7,6,6,7,6,7,6,6,6,6,6,6,7,7,7,7,6,7,6,7,6
2388,6,7,8,7,8,8,8,9,7,8,6,7,7,7,8,7,9,7,7,7,6,7,8,7,6,7,7,6,8,6
2389,8,10,7,8,8,7,7,8,10,9,8,8,9,8,9,9,10,7,9,7,8,10,7,8,8,9,10,8,9,6
2390,7,8,6,7,6,8,6,6,7,6,6,6,7,6,6,6,7,6,6,9,6,8,6,7,7,7,7,6,8,6
2391,7,7,7,7,7,7,8,8,7,8,6,7,7,7,8,7,6,7,7,7,8,8,7,8,7,7,7,7,7,6
2392,8,9,6,7,7,6,7,7,9,6,7,6,8,8,7,7,8,7,8,6,7,8,6,7,7,7,9,6,8,6
2393,6,7,7,6,6,6,6,6,8,6,7,6,8,7,6,6,7,7,8,6,7,7,6,6,6,6,7,6,7,6
2394,9,9,7,7,7,7,8,8,8,8,6,7,8,7,7,7,8,8,8,6,7,9,7,7,6,7,8,6,7,7
2395,7,9,6,6,6,6,8,6,7,8,6,7,7,8,7,9,7,7,9,8,9,7,7,7,6,6,8,6,6,7
2396,7,8,7,6,6,6,6,6,7,7,7,6,7,7,6,6,6,6,7,6,7,7,6,7,6,7,7,6,6,6
2397,6,7,6,7,6,6,7,6,7,7,7,6,8,7,6,6,6,6,6,6,7,7,6,7,6,6,7,6,6,6
2398,7,7,7,8,9,7,8,6,8,7,6,7,9,9,8,8,7,6,7,8,7,8,7,8,7,7,8,8,8,7
2399,9,9,9,8,9,8,9,10,8,10,7,10,9,8,10,9,9,8,8,9,9,8,8,10,9,9,8,9,9,9
2400,8,10,8,9,9,9,10,8,9,10,7,9,9,9,9,10,10,9,10,9,9,9,8,9,8,8,8,8,8,8
2401,6,7,6,6,6,6,7,7,8,6,6,7,7,7,7,7,7,7,7,6,7,8,6,7,6,6,7,7,6,7
2402,8,10,8,8,7,7,8,8,8,9,6,8,7,7,7,8,9,7,9,6,8,8,8,8,8,9,8,8,8,7
2403,8,8,9,9,7,7,8,8,8,10,7,10,8,7,9,9,10,7,9,8,9,8,9,9,8,7,8,8,9,8
